Plant,Date,Shift,Material Number,Bench,BWE,TWH,EWH,Stoppage,secs,BOUND HOURS,Time From,Time to,Duration,Group code,Cause code,stopcode,Remarks,Group code text,Cause code text
M002,25-12-2022,III,SF01OBURDEN,TBS,1421,03.15,03.15,04.45,17100,00.00,0430,0600,01.30,44,09,4409,"T4,T2 BTR fixing",Conveyor Vulcanising,BTR Clamp fixing
M002,25-12-2022,III,SF01OBURDEN,TBS,1571,03.15,03.15,04.45,17100,00.00,2230,2330,01.00,44,17,4417,Waiting for vulcanising crew,Conveyor Vulcanising,Waiting for vulcanising crew
M002,25-12-2022,III,SF01OBURDEN,TBS,1571,03.15,03.15,04.45,17100,00.00,2330,0130,02.00,44,09,4409,T7 BTR fixed,Conveyor Vulcanising,BTR Clamp fixing
M002,25-12-2022,III,SF01OBURDEN,TBS,1571,03.15,03.15,04.45,17100,00.00,0230,0245,00.15,44,05,4405,T7 Center core cutting,Conveyor Vulcanising,Center core cutting
M002,25-12-2022,III,SF01OBURDEN,TBS,1571,03.15,03.15,04.45,17100,00.00,0430,0600,01.30,44,09,4409,"T4,T2 BTR fixing",Conveyor Vulcanising,BTR Clamp fixing
M002,25-12-2022,III,SF01OBURDEN,TBS,L&T 3,03.15,03.15,04.45,17100,00.00,2230,2330,01.00,44,17,4417,Waiting for vulcanising crew,Conveyor Vulcanising,Waiting for vulcanising crew
M002,25-12-2022,III,SF01OBURDEN,TBS,L&T 3,03.15,03.15,04.45,17100,00.00,2330,0130,02.00,44,09,4409,T& BTR fixed,Conveyor Vulcanising,BTR Clamp fixing
M002,25-12-2022,III,SF01OBURDEN,TBS,L&T 3,03.15,03.15,04.45,17100,00.00,0230,0245,00.15,44,05,4405,T7 Center core cutting,Conveyor Vulcanising,Center core cutting
M002,25-12-2022,III,SF01OBURDEN,TBS,L&T 3,03.15,03.15,04.45,17100,00.00,0430,0600,01.30,44,09,4409,"T4,T2 BTR fixing",Conveyor Vulcanising,BTR Clamp fixing
M002,26-12-2022,I,SF01OBURDEN,TBS,1421,02.00,02.00,06.00,21600,00.00,0600,0800,02.00,44,20,4420,All conveyor TE cleaning due to throughcut,Conveyor Vulcanising,TE cleaning due to throughcut
M002,26-12-2022,I,SF01OBURDEN,TBS,1421,02.00,02.00,06.00,21600,00.00,1000,1200,02.00,30,02,3002,Daily maintenance,Planned Operation,Daily maintenance
M002,26-12-2022,I,SF01OBURDEN,TBS,1421,02.00,02.00,06.00,21600,00.00,1200,1400,02.00,44,09,4409,T6 BTR Clamp fixing,Conveyor Vulcanising,BTR Clamp fixing
M002,26-12-2022,I,SF01OBURDEN,TBS,1571,05.00,00.00,08.00,28800,00.00,0600,0700,01.00,10,12,1012,M/C movement & positioning for rear load,BWE Operation,BWE Repostioning/movement
M002,26-12-2022,I,SF01OBURDEN,TBS,1571,05.00,00.00,08.00,28800,00.00,0700,1000,03.00,09,01,0901,OB Rear load,Common Other,OB Rear load
M002,26-12-2022,I,SF01OBURDEN,TBS,1571,05.00,00.00,08.00,28800,00.00,1000,1200,02.00,30,02,3002,Daily maintenance,Planned Operation,Daily maintenance
M002,26-12-2022,I,SF01OBURDEN,TBS,1571,05.00,00.00,08.00,28800,00.00,1200,1400,02.00,09,01,0901,OB Rear load,Common Other,OB Rear load
M002,26-12-2022,I,SF01OBURDEN,TBS,L&T 3,04.00,02.00,06.00,21600,00.00,0600,0800,02.00,09,01,0901,OB Rear load,Common Other,OB Rear load
M002,26-12-2022,I,SF01OBURDEN,TBS,L&T 3,04.00,02.00,06.00,21600,00.00,1000,1200,02.00,30,02,3002,Daily maintenance,Planned Operation,Daily maintenance
M002,26-12-2022,I,SF01OBURDEN,TBS,L&T 3,04.00,02.00,06.00,21600,00.00,1200,1400,02.00,44,09,4409,T6 BTR Clamp fixing,Conveyor Vulcanising,BTR Clamp fixing
M002,26-12-2022,II,SF01OBURDEN,TBS,1421,04.00,04.00,04.00,14400,00.00,1400,1530,01.30,44,09,4409,T6 BTR Clamp fixing,Conveyor Vulcanising,BTR Clamp fixing
M002,26-12-2022,II,SF01OBURDEN,TBS,1421,04.00,04.00,04.00,14400,00.00,1900,2130,02.30,44,09,4409,T2 joint no.IS 119 area BTR & pin fixing,Conveyor Vulcanising,BTR Clamp fixing
M002,26-12-2022,II,SF01OBURDEN,TBS,1571,08.00,00.00,08.00,28800,00.00,1400,2200,08.00,09,01,0901,OB Rear load,Common Other,OB Rear load
M002,26-12-2022,II,SF01OBURDEN,TBS,L&T 3,04.00,04.00,04.00,14400,00.00,1400,1530,01.30,44,09,4409,T6 BTR Clamp fixing,Conveyor Vulcanising,BTR Clamp fixing
M002,26-12-2022,II,SF01OBURDEN,TBS,L&T 3,04.00,04.00,04.00,14400,00.00,1900,2130,02.30,44,09,4409,T2 joint no.IS119 area BTR pin fixing,Conveyor Vulcanising,BTR Clamp fixing
M002,26-12-2022,III,SF01OBURDEN,TBS,1421,05.30,05.30,02.30,9000,00.00,2200,2230,00.30,44,99,4499,T1 edge core cutting,Conveyor Vulcanising,Others
M002,26-12-2022,III,SF01OBURDEN,TBS,1421,05.30,05.30,02.30,9000,00.00,0130,0230,01.00,44,09,4409,T7 cold patchingc & BTR  fixed,Conveyor Vulcanising,BTR Clamp fixing
M002,26-12-2022,III,SF01OBURDEN,TBS,1421,05.30,05.30,02.30,9000,00.00,0300,0400,01.00,07,01,0701,Rain,Common Miscellaneous,Rain
M002,26-12-2022,III,SF01OBURDEN,TBS,1571,06.30,02.30,05.30,19800,00.00,2200,2300,01.00,09,01,0901,OB Rear load,Common Other,OB Rear load
M002,26-12-2022,III,SF01OBURDEN,TBS,1571,06.30,02.30,05.30,19800,00.00,0100,0200,01.00,09,01,0901,OB Rear load,Common Other,OB Rear load
M002,26-12-2022,III,SF01OBURDEN,TBS,1571,06.30,02.30,05.30,19800,00.00,0200,0230,00.30,10,12,1012,M/C movement & positioning for T4 conveyor loading,BWE Operation,BWE Repostioning/movement
M002,26-12-2022,III,SF01OBURDEN,TBS,1571,06.30,02.30,05.30,19800,00.00,0300,0400,01.00,07,01,0701,Rain,Common Miscellaneous,Rain
M002,26-12-2022,III,SF01OBURDEN,TBS,1571,06.30,02.30,05.30,19800,00.00,0400,0600,02.00,09,01,0901,OB Rear load,Common Other,OB Rear load
M002,26-12-2022,III,SF01OBURDEN,TBS,L&T 3,05.30,05.30,02.30,9000,00.00,2200,2230,00.30,44,05,4405,T1 edge core cutting,Conveyor Vulcanising,Center core cutting
M002,26-12-2022,III,SF01OBURDEN,TBS,L&T 3,05.30,05.30,02.30,9000,00.00,0130,0230,01.00,44,09,4409,T7 cold patching & BTR fixed,Conveyor Vulcanising,BTR Clamp fixing
M002,26-12-2022,III,SF01OBURDEN,TBS,L&T 3,05.30,05.30,02.30,9000,00.00,0300,0400,01.00,07,01,0701,Rain,Common Miscellaneous,Rain
M002,27-12-2022,I,SF01OBURDEN,TBS,1421,01.45,01.45,06.15,22500,00.00,0600,0830,02.30,44,12,4412,All conveyor TE cleaning due to through cut,Conveyor Vulcanising,Through cut repair work
M002,27-12-2022,I,SF01OBURDEN,TBS,1421,01.45,01.45,06.15,22500,00.00,0915,1115,02.00,30,02,3002,Daily maintenance & Positioning for OB rear load,Planned Operation,Daily maintenance
M002,27-12-2022,I,SF01OBURDEN,TBS,1421,01.45,01.45,06.15,22500,00.00,1115,1300,01.45,44,12,4412,"T2,T4,T6,T7 BTR clamp fixing due to through cut",Conveyor Vulcanising,Through cut repair work
M002,27-12-2022,I,SF01OBURDEN,TBS,1571,02.30,00.45,07.15,26100,00.00,0600,0830,02.30,44,12,4412,All conveyor TE cleaning due to through cut,Conveyor Vulcanising,Through cut repair work
M002,27-12-2022,I,SF01OBURDEN,TBS,1571,02.30,00.45,07.15,26100,00.00,0915,1215,03.00,30,02,3002,Daily maintenance & Positioning for OB rear load,Planned Operation,Daily maintenance
M002,27-12-2022,I,SF01OBURDEN,TBS,1571,02.30,00.45,07.15,26100,00.00,1215,1400,01.45,09,01,0901,OB Rear load,Common Other,OB Rear load
M002,27-12-2022,I,SF01OBURDEN,TBS,L&T 3,01.45,01.45,06.15,22500,00.00,0600,0830,02.30,44,12,4412,All conveyor TE cleaning due to through cut,Conveyor Vulcanising,Through cut repair work
M002,27-12-2022,I,SF01OBURDEN,TBS,L&T 3,01.45,01.45,06.15,22500,00.00,0915,1115,02.00,30,02,3002,Daily maintenance & Positioning for OB rear load,Planned Operation,Daily maintenance
M002,27-12-2022,I,SF01OBURDEN,TBS,L&T 3,01.45,01.45,06.15,22500,00.00,1115,1300,01.45,44,12,4412,"T2,T4,T6,T7 BTR clamp fixing due to through cut",Conveyor Vulcanising,Through cut repair work
M002,27-12-2022,II,SF01OBURDEN,TBS,1421,02.55,02.55,05.05,18300,00.00,1655,2200,05.05,08,01,0801,Feeder no : 86 tripped,Common Electrical,Feeder tripped on earth fault.
M002,27-12-2022,II,SF01OBURDEN,TBS,1571,08.00,00.00,08.00,28800,00.00,1400,2200,08.00,09,01,0901,OB Rear load,Common Other,OB Rear load
M002,27-12-2022,II,SF01OBURDEN,TBS,L&T 3,02.55,02.55,05.05,18300,00.00,1655,2200,05.05,08,01,0801,Feeder no : 86 tripped,Common Electrical,Feeder tripped on earth fault.
M002,27-12-2022,III,SF01OBURDEN,TBS,1421,03.00,03.00,05.00,18000,00.00,2200,0300,05.00,08,01,0801,Feeder no : 86 tripped,Common Electrical,Feeder tripped on earth fault.
M002,27-12-2022,III,SF01OBURDEN,TBS,1571,08.00,00.00,08.00,28800,00.00,2200,0600,08.00,09,01,0901,OB Rear load,Common Other,OB Rear load
M002,27-12-2022,III,SF01OBURDEN,TBS,L&T 3,03.00,03.00,05.00,18000,00.00,2200,0300,05.00,08,01,0801,Feeder no : 86 tripped,Common Electrical,Feeder tripped on earth fault.
M002,28-12-2022,I,SF01OBURDEN,TBS,1421,03.15,03.15,04.45,17100,00.00,0730,0800,00.30,44,01,4401,T5 ply opened & changing,Conveyor Vulcanising,Belt changing
M002,28-12-2022,I,SF01OBURDEN,TBS,1421,03.15,03.15,04.45,17100,00.00,0945,1400,04.15,94,04,9404,T2 conveyor belt snapped,Unplanned Vulcanising,Conveyor unplanned vulcanising
M002,28-12-2022,I,SF01OBURDEN,TBS,1571,05.00,00.00,08.00,28800,00.00,0600,1000,04.00,09,01,0901,OB Rear load,Common Other,OB Rear load
M002,28-12-2022,I,SF01OBURDEN,TBS,1571,05.00,00.00,08.00,28800,00.00,1000,1300,03.00,30,02,3002,Daily maintenance,Planned Operation,Daily maintenance
M002,28-12-2022,I,SF01OBURDEN,TBS,1571,05.00,00.00,08.00,28800,00.00,1300,1400,01.00,09,01,0901,OB Rear load,Common Other,OB Rear load
M002,28-12-2022,I,SF01OBURDEN,TBS,L&T 3,03.15,03.15,04.45,17100,00.00,0730,0800,00.30,44,01,4401,T5 ply opened & changing,Conveyor Vulcanising,Belt changing
M002,28-12-2022,I,SF01OBURDEN,TBS,L&T 3,03.15,03.15,04.45,17100,00.00,0945,1400,04.15,94,04,9404,T2 conveyor belt snapped,Unplanned Vulcanising,Conveyor unplanned vulcanising
M002,28-12-2022,II,SF01OBURDEN,TBS,1421,00.00,00.00,08.00,28800,00.00,1400,2200,08.00,94,04,9404,T2 conveyor belt snapped,Unplanned Vulcanising,Conveyor unplanned vulcanising
M002,28-12-2022,II,SF01OBURDEN,TBS,1571,07.15,00.00,08.00,28800,00.00,1400,1445,00.45,10,12,1012,M/C re-postioning,BWE Operation,BWE Repostioning/movement
M002,28-12-2022,II,SF01OBURDEN,TBS,1571,07.15,00.00,08.00,28800,00.00,1445,2200,07.15,09,01,0901,OB Rear load,Common Other,OB Rear load
M002,28-12-2022,II,SF01OBURDEN,TBS,L&T 3,00.00,00.00,08.00,28800,00.00,1400,2200,08.00,94,04,9404,T2 conveyor belt snapped,Unplanned Vulcanising,Conveyor unplanned vulcanising
M002,28-12-2022,III,SF01OBURDEN,TBS,1421,00.00,00.00,08.00,28800,00.00,2200,0600,08.00,94,04,9404,T2 conveyor belt snapped,Unplanned Vulcanising,Conveyor unplanned vulcanising
M002,28-12-2022,III,SF01OBURDEN,TBS,1571,07.30,00.00,08.00,28800,00.00,2200,2230,00.30,10,12,1012,M/C re-postioning,BWE Operation,BWE Repostioning/movement
M002,28-12-2022,III,SF01OBURDEN,TBS,1571,07.30,00.00,08.00,28800,00.00,2230,0600,07.30,09,01,0901,OB Rear load,Common Other,OB Rear load
M002,28-12-2022,III,SF01OBURDEN,TBS,L&T 3,00.00,00.00,08.00,28800,00.00,2200,0600,08.00,94,04,9404,T2 conveyor belt snapped,Unplanned Vulcanising,Conveyor unplanned vulcanising
M002,29-12-2022,I,SF01OBURDEN,TBS,1421,00.00,00.00,08.00,28800,00.00,0600,1400,08.00,34,04,3404,T2 Belt changing,Planned VULCANSING,Conveyor planned vulcanising works
M002,29-12-2022,I,SF01OBURDEN,TBS,1571,07.00,00.00,08.00,28800,00.00,0600,0630,00.30,10,01,1001,Track Area Preparation,BWE Operation,BWE Track Area Preparation
M002,29-12-2022,I,SF01OBURDEN,TBS,1571,07.00,00.00,08.00,28800,00.00,0630,0700,00.30,10,12,1012,M/C Repostioning,BWE Operation,BWE Repostioning/movement
M002,29-12-2022,I,SF01OBURDEN,TBS,1571,07.00,00.00,08.00,28800,00.00,0700,1400,07.00,09,01,0901,OB Rear load,Common Other,OB Rear load
M002,29-12-2022,I,SF01OBURDEN,TBS,L&T 3,00.00,00.00,08.00,28800,00.00,0600,1400,08.00,34,04,3404,T2 Belt changing,Planned VULCANSING,Conveyor planned vulcanising works
M002,29-12-2022,II,SF01OBURDEN,TBS,1421,00.00,00.00,08.00,28800,00.00,1400,2200,08.00,34,04,3404,T2 Belt changing,Planned VULCANSING,Conveyor planned vulcanising works
M002,29-12-2022,II,SF01OBURDEN,TBS,1571,06.30,00.00,08.00,28800,00.00,1400,1445,00.45,10,01,1001,Track Area Preparation,BWE Operation,BWE Track Area Preparation
M002,29-12-2022,II,SF01OBURDEN,TBS,1571,06.30,00.00,08.00,28800,00.00,1445,1530,00.45,10,12,1012,M/C Repostioning,BWE Operation,BWE Repostioning/movement
M002,29-12-2022,II,SF01OBURDEN,TBS,1571,06.30,00.00,08.00,28800,00.00,1530,2200,06.30,09,01,0901,OB Rear load,Common Other,OB Rear load
M002,29-12-2022,II,SF01OBURDEN,TBS,L&T 3,00.00,00.00,08.00,28800,00.00,1400,2200,08.00,34,04,3404,T2 Belt changing,Planned VULCANSING,Conveyor planned vulcanising works
M002,29-12-2022,III,SF01OBURDEN,TBS,1421,00.00,00.00,08.00,28800,00.00,2200,0600,08.00,34,04,3404,T2 Belt changing,Planned VULCANSING,Conveyor planned vulcanising works
M002,29-12-2022,III,SF01OBURDEN,TBS,1571,07.00,00.00,08.00,28800,00.00,2200,2230,00.30,10,01,1001,Track Area Preparation,BWE Operation,BWE Track Area Preparation
M002,29-12-2022,III,SF01OBURDEN,TBS,1571,07.00,00.00,08.00,28800,00.00,2230,2300,00.30,10,12,1012,BWE Repostioning/movement,BWE Operation,BWE Repostioning/movement
M002,29-12-2022,III,SF01OBURDEN,TBS,1571,07.00,00.00,08.00,28800,00.00,2300,0600,07.00,09,01,0901,OB Rear load,Common Other,OB Rear load
M002,29-12-2022,III,SF01OBURDEN,TBS,L&T 3,00.00,00.00,08.00,28800,00.00,2200,0600,08.00,34,04,3404,T2 Belt changing,Planned VULCANSING,Conveyor planned vulcanising works
M002,30-12-2022,I,SF01OBURDEN,TBS,1421,00.00,00.00,08.00,28800,00.00,0600,1400,08.00,94,04,9404,"T2 weak joint elimination, T2 snapped, T7 Piece belt changin",Unplanned Vulcanising,Conveyor unplanned vulcanising
M002,30-12-2022,I,SF01OBURDEN,TBS,1571,04.30,00.00,08.00,28800,00.00,0600,1000,04.00,09,01,0901,OB Rear load,Common Other,OB Rear load
M002,30-12-2022,I,SF01OBURDEN,TBS,1571,04.30,00.00,08.00,28800,00.00,1000,1200,02.00,30,02,3002,Daily maintenance,Planned Operation,Daily maintenance
M002,30-12-2022,I,SF01OBURDEN,TBS,1571,04.30,00.00,08.00,28800,00.00,1200,1245,00.45,10,01,1001,BWE Track Area Preparation,BWE Operation,BWE Track Area Preparation
M002,30-12-2022,I,SF01OBURDEN,TBS,1571,04.30,00.00,08.00,28800,00.00,1245,1330,00.45,10,12,1012,BWE Repostioning/movement,BWE Operation,BWE Repostioning/movement
M002,30-12-2022,I,SF01OBURDEN,TBS,1571,04.30,00.00,08.00,28800,00.00,1330,1400,00.30,09,01,0901,OB Rear load,Common Other,OB Rear load
M002,30-12-2022,I,SF01OBURDEN,TBS,L&T 3,00.00,00.00,08.00,28800,00.00,0600,1400,08.00,94,04,9404,"T2 weak joint elimination, T2 snapped, T7 Piece belt changin",Unplanned Vulcanising,Conveyor unplanned vulcanising
M002,30-12-2022,II,SF01OBURDEN,TBS,1421,00.00,00.00,08.00,28800,00.00,1400,2200,08.00,94,04,9404,"T2 weak joint elimination, T2 snapped, T7 Piece belt changin",Unplanned Vulcanising,Conveyor unplanned vulcanising
M002,30-12-2022,II,SF01OBURDEN,TBS,1571,05.00,00.00,08.00,28800,00.00,1400,1600,02.00,10,99,1099,Feeding point changing,BWE Operation,Others
M002,30-12-2022,II,SF01OBURDEN,TBS,1571,05.00,00.00,08.00,28800,00.00,1600,1700,01.00,10,12,1012,BWE Repostioning/movement,BWE Operation,BWE Repostioning/movement
M002,30-12-2022,II,SF01OBURDEN,TBS,1571,05.00,00.00,08.00,28800,00.00,1700,2200,05.00,09,01,0901,OB Rear load,Common Other,OB Rear load
M002,30-12-2022,II,SF01OBURDEN,TBS,L&T 3,00.00,00.00,08.00,28800,00.00,1400,2200,08.00,94,04,9404,"T2 weak joint elimination, T2 snapped, T7 Piece belt changin",Unplanned Vulcanising,Conveyor unplanned vulcanising
M002,30-12-2022,II,SF01OBURDEN,TBS,TAK III,00.00,00.00,08.00,28800,00.00,1400,2200,08.00,44,01,4401,T7 Piece belt changing,Conveyor Vulcanising,Belt changing
M002,30-12-2022,III,SF01OBURDEN,TBS,1421,00.00,00.00,08.00,28800,00.00,2200,0600,08.00,94,04,9404,T1 Vulcansing work,Unplanned Vulcanising,Conveyor unplanned vulcanising
M002,30-12-2022,III,SF01OBURDEN,TBS,1571,06.30,00.00,08.00,28800,00.00,2200,2300,01.00,10,12,1012,BWE Repostioning/movement,BWE Operation,BWE Repostioning/movement
M002,30-12-2022,III,SF01OBURDEN,TBS,1571,06.30,00.00,08.00,28800,00.00,2300,2330,00.30,10,01,1001,BWE Track Area Preparation,BWE Operation,BWE Track Area Preparation
M002,30-12-2022,III,SF01OBURDEN,TBS,1571,06.30,00.00,08.00,28800,00.00,2330,0600,06.30,09,01,0901,OB Rear load,Common Other,OB Rear load
M002,30-12-2022,III,SF01OBURDEN,TBS,L&T 3,00.00,00.00,08.00,28800,00.00,2200,0600,08.00,94,04,9404,T1 Vulcansing work,Unplanned Vulcanising,Conveyor unplanned vulcanising
M002,30-12-2022,III,SF01OBURDEN,TBS,TAK III,01.45,01.45,06.15,22500,00.00,2345,0600,06.15,44,99,4499,T6 Belt snapped,Conveyor Vulcanising,Others
M002,31-12-2022,I,SF01OBURDEN,TBS,1421,00.00,00.00,08.00,28800,00.00,0600,1400,08.00,94,04,9404,T1 & T6 Piece belt changing,Unplanned Vulcanising,Conveyor unplanned vulcanising
M002,31-12-2022,I,SF01OBURDEN,TBS,1571,07.00,07.00,01.00,3600,00.00,0700,0730,00.30,10,01,1001,BWE Track Area Preparation,BWE Operation,BWE Track Area Preparation
M002,31-12-2022,I,SF01OBURDEN,TBS,1571,07.00,07.00,01.00,3600,00.00,0730,0800,00.30,10,12,1012,BWE Repostioning/movement,BWE Operation,BWE Repostioning/movement
M002,31-12-2022,I,SF01OBURDEN,TBS,L&T 3,00.00,00.00,08.00,28800,00.00,0600,1400,08.00,94,04,9404,T1 & T6 Piece belt changing,Unplanned Vulcanising,Conveyor unplanned vulcanising
M002,31-12-2022,II,SF01OBURDEN,TBS,1421,00.00,00.00,08.00,28800,00.00,1400,2200,08.00,94,04,9404,T1 & T6 Piece belt changing,Unplanned Vulcanising,Conveyor unplanned vulcanising
M002,31-12-2022,II,SF01OBURDEN,TBS,1571,07.30,07.30,00.30,1800,00.00,1600,1630,00.30,20,99,2099,MTC-5 Re-positioning,MTC Operation,Others
M002,31-12-2022,II,SF01OBURDEN,TBS,L&T 3,00.00,00.00,08.00,28800,00.00,1400,2200,08.00,94,04,9404,T1 & T6 Piece belt changing,Unplanned Vulcanising,Conveyor unplanned vulcanising
M002,31-12-2022,III,SF01OBURDEN,TBS,1421,00.00,00.00,08.00,28800,00.00,2200,0600,08.00,94,04,9404,T1 & T6 Piece belt changing,Unplanned Vulcanising,Conveyor unplanned vulcanising
M002,31-12-2022,III,SF01OBURDEN,TBS,1571,07.00,07.00,01.00,3600,00.00,0100,0200,01.00,10,12,1012,BWE Repostioning/movement,BWE Operation,BWE Repostioning/movement
M002,31-12-2022,III,SF01OBURDEN,TBS,L&T 3,00.00,00.00,08.00,28800,00.00,2200,0600,08.00,94,04,9404,T1 & T6 Piece belt changing,Unplanned Vulcanising,Conveyor unplanned vulcanising
M002,01-12-2022,I,SF01OBURDEN,MBS,L&T 1,02.35,02.35,05.25,19500,00.00,0720,0800,00.40,44,12,4412,"M2,M3 TE Cleaning due to through cut",Conveyor Vulcanising,Through cut repair work
M002,01-12-2022,I,SF01OBURDEN,MBS,L&T 1,02.35,02.35,05.25,19500,00.00,0830,1030,02.00,30,02,3002,Daily maintenance,Planned Operation,Daily maintenance
M002,01-12-2022,I,SF01OBURDEN,MBS,L&T 1,02.35,02.35,05.25,19500,00.00,1030,1245,02.15,44,09,4409,"M2,M3 BTR Clamp fixing",Conveyor Vulcanising,BTR Clamp fixing
M002,01-12-2022,I,SF01OBURDEN,MBS,L&T 1,02.35,02.35,05.25,19500,00.00,1330,1400,00.30,44,09,4409,M2 BTR Clamp fixing,Conveyor Vulcanising,BTR Clamp fixing
M002,01-12-2022,I,SF01OBURDEN,MBS,L&T 5,02.35,02.35,05.25,19500,00.00,0720,0800,00.40,44,12,4412,"M2,M3 TE Cleaning due to through cut",Conveyor Vulcanising,Through cut repair work
M002,01-12-2022,I,SF01OBURDEN,MBS,L&T 5,02.35,02.35,05.25,19500,00.00,0830,1030,02.00,30,02,3002,Daily maintenance,Planned Operation,Daily maintenance
M002,01-12-2022,I,SF01OBURDEN,MBS,L&T 5,02.35,02.35,05.25,19500,00.00,1030,1245,02.15,44,09,4409,"M2,M3 BTR Clamp fixing",Conveyor Vulcanising,BTR Clamp fixing
M002,01-12-2022,I,SF01OBURDEN,MBS,L&T 5,02.35,02.35,05.25,19500,00.00,1330,1400,00.30,44,09,4409,M2 BTR Clamp fixing,Conveyor Vulcanising,BTR Clamp fixing
M002,01-12-2022,I,SF01OBURDEN,MBS,L&T 6,02.35,02.35,05.25,19500,00.00,0720,0800,00.40,44,12,4412,"M2,M3 TE Cleaning due to through cut",Conveyor Vulcanising,Through cut repair work
M002,01-12-2022,I,SF01OBURDEN,MBS,L&T 6,02.35,02.35,05.25,19500,00.00,0830,1030,02.00,30,02,3002,Daily maintenance,Planned Operation,Daily maintenance
M002,01-12-2022,I,SF01OBURDEN,MBS,L&T 6,02.35,02.35,05.25,19500,00.00,1030,1245,02.15,44,09,4409,"M2,M3 BTR Clamp fixing",Conveyor Vulcanising,BTR Clamp fixing
M002,01-12-2022,I,SF01OBURDEN,MBS,L&T 6,02.35,02.35,05.25,19500,00.00,1330,1400,00.30,44,09,4409,M2 BTR Clamp fixing,Conveyor Vulcanising,BTR Clamp fixing
M002,01-12-2022,II,SF01OBURDEN,MBS,L&T 1,03.15,03.15,04.45,17100,00.00,1400,1815,04.15,44,09,4409,M2 BTR Clamp fixing,Conveyor Vulcanising,BTR Clamp fixing
M002,01-12-2022,II,SF01OBURDEN,MBS,L&T 1,03.15,03.15,04.45,17100,00.00,2000,2030,00.30,46,99,4699,M4 TE drum lagging piece cutting,Conveyor CMRR,Others
M002,01-12-2022,II,SF01OBURDEN,MBS,L&T 5,03.15,03.15,04.45,17100,00.00,1400,1815,04.15,44,09,4409,M2 BTR Clamp fixing,Conveyor Vulcanising,BTR Clamp fixing
M002,01-12-2022,II,SF01OBURDEN,MBS,L&T 5,03.15,03.15,04.45,17100,00.00,2000,2030,00.30,46,99,4699,M4 TE drum lagging piece cutting,Conveyor CMRR,Others
M002,01-12-2022,II,SF01OBURDEN,MBS,L&T 6,03.15,03.15,04.45,17100,00.00,1400,1815,04.15,44,09,4409,M2 BTR Clamp fixing,Conveyor Vulcanising,BTR Clamp fixing
M002,01-12-2022,II,SF01OBURDEN,MBS,L&T 6,03.15,03.15,04.45,17100,00.00,2000,2030,00.30,46,99,4699,M4 TE drum lagging piece cutting,Conveyor CMRR,Others
M002,01-12-2022,III,SF01OBURDEN,MBS,L&T 1,04.15,04.15,03.45,13500,00.00,2200,2300,01.00,44,12,4412,M4 TE Cleaning due to through cut,Conveyor Vulcanising,Through cut repair work
M002,01-12-2022,III,SF01OBURDEN,MBS,L&T 1,04.15,04.15,03.45,13500,00.00,0315,0600,02.45,44,09,4409,M2 BTR Clamp fixing,Conveyor Vulcanising,BTR Clamp fixing
M002,01-12-2022,III,SF01OBURDEN,MBS,L&T 5,04.15,04.15,03.45,13500,00.00,2200,2300,01.00,44,12,4412,M4 TE Cleaning due to through cut,Conveyor Vulcanising,Through cut repair work
M002,01-12-2022,III,SF01OBURDEN,MBS,L&T 5,04.15,04.15,03.45,13500,00.00,0315,0600,02.45,44,09,4409,M2 BTR Clamp fixing,Conveyor Vulcanising,BTR Clamp fixing
M002,01-12-2022,III,SF01OBURDEN,MBS,L&T 6,04.15,04.15,03.45,13500,00.00,2200,2300,01.00,44,12,4412,M4 TE Cleaning due to through cut,Conveyor Vulcanising,Through cut repair work
M002,01-12-2022,III,SF01OBURDEN,MBS,L&T 6,04.15,04.15,03.45,13500,00.00,0315,0600,02.45,44,09,4409,M2 BTR Clamp fixing,Conveyor Vulcanising,BTR Clamp fixing
M002,02-12-2022,I,SF01OBURDEN,MBS,L&T 1,01.30,01.30,06.30,23400,00.00,0600,0830,02.30,44,09,4409,M2 BTR Clamp fixing,Conveyor Vulcanising,BTR Clamp fixing
M002,02-12-2022,I,SF01OBURDEN,MBS,L&T 1,01.30,01.30,06.30,23400,00.00,0830,1030,02.00,30,02,3002,Daily maintenance,Planned Operation,Daily maintenance
M002,02-12-2022,I,SF01OBURDEN,MBS,L&T 1,01.30,01.30,06.30,23400,00.00,1030,1230,02.00,44,09,4409,"M2,M3 BTR Clamp fixing",Conveyor Vulcanising,BTR Clamp fixing
M002,02-12-2022,I,SF01OBURDEN,MBS,L&T 5,01.30,01.30,06.30,23400,00.00,0600,0830,02.30,44,09,4409,M2 BTR Clamp fixing,Conveyor Vulcanising,BTR Clamp fixing
M002,02-12-2022,I,SF01OBURDEN,MBS,L&T 5,01.30,01.30,06.30,23400,00.00,0830,1030,02.00,30,02,3002,Daily maintenance,Planned Operation,Daily maintenance
M002,02-12-2022,I,SF01OBURDEN,MBS,L&T 5,01.30,01.30,06.30,23400,00.00,1030,1230,02.00,44,09,4409,"M2,M3 BTR Clamp fixing",Conveyor Vulcanising,BTR Clamp fixing
M002,02-12-2022,I,SF01OBURDEN,MBS,L&T 6,01.30,01.30,06.30,23400,00.00,0600,0830,02.30,44,09,4409,M2 BTR Clamp fixing,Conveyor Vulcanising,BTR Clamp fixing
M002,02-12-2022,I,SF01OBURDEN,MBS,L&T 6,01.30,01.30,06.30,23400,00.00,0830,1030,02.00,30,02,3002,Daily maintenance,Planned Operation,Daily maintenance
