Duration,Group code,Cause code,stopcode,Remarks,Group code text,Cause code text
00.30,45.0,1.0,4501.0,"T2,T5,T6 reller removal",Conveyor CMM,Line  roller changing/removal
01.30,44.0,9.0,4409.0,"T1,T6 BTR Clamp fixing",Conveyor Vulcanising,BTR Clamp fixing
00.30,44.0,12.0,4412.0,"T4,T6,T7 TE cleaning due to through cut",Conveyor Vulcanising,Through cut repair work
01.30,44.0,9.0,4409.0,"T1,T6 BTR Clamp fixing",Conveyor Vulcanising,BTR Clamp fixing
00.30,44.0,12.0,4412.0,"T4,T6,T7 TE cleaning due to through cut",Conveyor Vulcanising,Through cut repair work
00.30,10.0,1.0,1001.0,BWE Track Area Preparation,BWE Operation,BWE Track Area Preparation
01.30,44.0,9.0,4409.0,"T1,T6 BTR Clamp fixing",Conveyor Vulcanising,BTR Clamp fixing
00.30,44.0,12.0,4412.0,"T4,T6,T7 TE cleaning due to through cut",Conveyor Vulcanising,Through cut repair work
01.00,44.0,12.0,4412.0,"T4,T6,T7 TE cleaning due to Through cut",Conveyor Vulcanising,Through cut repair work
01.30,44.0,12.0,4412.0,"T4,T6,T7 TE cleaning due to Through cut",Conveyor Vulcanising,Through cut repair work
01.00,44.0,12.0,4412.0,"T4,T6,T7 TE cleaning due to Through cut",Conveyor Vulcanising,Through cut repair work
01.30,44.0,12.0,4412.0,"T4,T6,T7 TE cleaning due to Through cut",Conveyor Vulcanising,Through cut repair work
00.30,10.0,1.0,1001.0,BWE Track Area Preparation,BWE Operation,BWE Track Area Preparation
00.30,10.0,12.0,1012.0,M/C re-postioning,BWE Operation,BWE Repostioning/movement
01.00,44.0,12.0,4412.0,"T4,T6,T7 TE cleaning due to Through cut",Conveyor Vulcanising,Through cut repair work
01.30,44.0,12.0,4412.0,"T4,T6,T7 TE cleaning due to Through cut",Conveyor Vulcanising,Through cut repair work
00.30,44.0,20.0,4420.0,All conveyor TE cleaning due to throughcut,Conveyor Vulcanising,TE cleaning due to throughcut
02.00,30.0,2.0,3002.0,Daily maintenance,Planned Operation,Daily maintenance
00.30,44.0,9.0,4409.0,"T3,T6 BTR Clamp fixing",Conveyor Vulcanising,BTR Clamp fixing
00.30,44.0,9.0,4409.0,"T7,T6 BTR Clamp fixing",Conveyor Vulcanising,BTR Clamp fixing
00.30,7.0,1.0,701.0,Rain,Common Miscellaneous,Rain
00.30,44.0,20.0,4420.0,All conveyor TE cleaning due to throughcut,Conveyor Vulcanising,TE cleaning due to throughcut
00.30,10.0,12.0,1012.0,M/C re-postioning,BWE Operation,BWE Repostioning/movement
02.00,30.0,2.0,3002.0,Daily maintenance,Planned Operation,Daily maintenance
00.30,44.0,9.0,4409.0,"T3,T6 BTR Clamp fixing",Conveyor Vulcanising,BTR Clamp fixing
00.30,44.0,9.0,4409.0,"T7,T6 BTR Clamp fixing",Conveyor Vulcanising,BTR Clamp fixing
00.30,7.0,1.0,701.0,Rain,Common Miscellaneous,Rain
00.30,10.0,1.0,1001.0,BWE Track Area Preparation,BWE Operation,BWE Track Area Preparation
00.30,44.0,20.0,4420.0,All conveyor TE cleaning due to throughcut,Conveyor Vulcanising,TE cleaning due to throughcut
02.00,30.0,2.0,3002.0,Daily maintenance,Planned Operation,Daily maintenance
00.30,44.0,9.0,4409.0,"T3,T6 BTR Clamp fixing",Conveyor Vulcanising,BTR Clamp fixing
00.30,44.0,9.0,4409.0,"T7,T6 BTR Clamp fixing",Conveyor Vulcanising,BTR Clamp fixing
00.30,7.0,1.0,701.0,Rain,Common Miscellaneous,Rain
02.30,44.0,9.0,4409.0,T6 center core cutting & BTR Clamp fixing,Conveyor Vulcanising,BTR Clamp fixing
00.45,44.0,9.0,4409.0,T6 BTR Clamp fixing,Conveyor Vulcanising,BTR Clamp fixing
00.30,10.0,1.0,1001.0,BWE Track Area Preparation,BWE Operation,BWE Track Area Preparation
02.30,44.0,9.0,4409.0,T6 center core cutting & BTR clamp fixing,Conveyor Vulcanising,BTR Clamp fixing
00.45,44.0,9.0,4409.0,T6 BTR Clamp fixing,Conveyor Vulcanising,BTR Clamp fixing
00.30,10.0,1.0,1001.0,BWE Track Area Preparation,BWE Operation,BWE Track Area Preparation
00.30,10.0,12.0,1012.0,M/C re-postioning,BWE Operation,BWE Repostioning/movement
02.30,44.0,9.0,4409.0,T6 center core cutting & BTR clamp fixing,Conveyor Vulcanising,BTR Clamp fixing
00.45,44.0,9.0,4409.0,T6 BTR Clamp fixing,Conveyor Vulcanising,BTR Clamp fixing
01.00,44.0,17.0,4417.0,Waiting for vulcanising crew,Conveyor Vulcanising,Waiting for vulcanising crew
02.00,44.0,9.0,4409.0,T7 BTR fixed,Conveyor Vulcanising,BTR Clamp fixing
00.15,44.0,5.0,4405.0,T7 Center core cutting,Conveyor Vulcanising,Center core cutting
01.30,44.0,9.0,4409.0,"T4,T2 BTR fixing",Conveyor Vulcanising,BTR Clamp fixing
01.00,44.0,17.0,4417.0,Waiting for vulcanising crew,Conveyor Vulcanising,Waiting for vulcanising crew
02.00,44.0,9.0,4409.0,T7 BTR fixed,Conveyor Vulcanising,BTR Clamp fixing
00.15,44.0,5.0,4405.0,T7 Center core cutting,Conveyor Vulcanising,Center core cutting
01.30,44.0,9.0,4409.0,"T4,T2 BTR fixing",Conveyor Vulcanising,BTR Clamp fixing
01.00,44.0,17.0,4417.0,Waiting for vulcanising crew,Conveyor Vulcanising,Waiting for vulcanising crew
02.00,44.0,9.0,4409.0,T& BTR fixed,Conveyor Vulcanising,BTR Clamp fixing
00.15,44.0,5.0,4405.0,T7 Center core cutting,Conveyor Vulcanising,Center core cutting
01.30,44.0,9.0,4409.0,"T4,T2 BTR fixing",Conveyor Vulcanising,BTR Clamp fixing
02.00,44.0,20.0,4420.0,All conveyor TE cleaning due to throughcut,Conveyor Vulcanising,TE cleaning due to throughcut
02.00,30.0,2.0,3002.0,Daily maintenance,Planned Operation,Daily maintenance
02.00,44.0,9.0,4409.0,T6 BTR Clamp fixing,Conveyor Vulcanising,BTR Clamp fixing
01.00,10.0,12.0,1012.0,M/C movement & positioning for rear load,BWE Operation,BWE Repostioning/movement
03.00,9.0,1.0,901.0,OB Rear load,Common Other,OB Rear load
02.00,30.0,2.0,3002.0,Daily maintenance,Planned Operation,Daily maintenance
02.00,9.0,1.0,901.0,OB Rear load,Common Other,OB Rear load
02.00,9.0,1.0,901.0,OB Rear load,Common Other,OB Rear load
02.00,30.0,2.0,3002.0,Daily maintenance,Planned Operation,Daily maintenance
02.00,44.0,9.0,4409.0,T6 BTR Clamp fixing,Conveyor Vulcanising,BTR Clamp fixing
01.30,44.0,9.0,4409.0,T6 BTR Clamp fixing,Conveyor Vulcanising,BTR Clamp fixing
02.30,44.0,9.0,4409.0,T2 joint no.IS 119 area BTR & pin fixing,Conveyor Vulcanising,BTR Clamp fixing
08.00,9.0,1.0,901.0,OB Rear load,Common Other,OB Rear load
01.30,44.0,9.0,4409.0,T6 BTR Clamp fixing,Conveyor Vulcanising,BTR Clamp fixing
02.30,44.0,9.0,4409.0,T2 joint no.IS119 area BTR pin fixing,Conveyor Vulcanising,BTR Clamp fixing
00.30,44.0,99.0,4499.0,T1 edge core cutting,Conveyor Vulcanising,Others
01.00,44.0,9.0,4409.0,T7 cold patchingc & BTR  fixed,Conveyor Vulcanising,BTR Clamp fixing
01.00,7.0,1.0,701.0,Rain,Common Miscellaneous,Rain
01.00,9.0,1.0,901.0,OB Rear load,Common Other,OB Rear load
01.00,9.0,1.0,901.0,OB Rear load,Common Other,OB Rear load
00.30,10.0,12.0,1012.0,M/C movement & positioning for T4 conveyor loading,BWE Operation,BWE Repostioning/movement
01.00,7.0,1.0,701.0,Rain,Common Miscellaneous,Rain
02.00,9.0,1.0,901.0,OB Rear load,Common Other,OB Rear load
00.30,44.0,5.0,4405.0,T1 edge core cutting,Conveyor Vulcanising,Center core cutting
01.00,44.0,9.0,4409.0,T7 cold patching & BTR fixed,Conveyor Vulcanising,BTR Clamp fixing
01.00,7.0,1.0,701.0,Rain,Common Miscellaneous,Rain
02.30,44.0,12.0,4412.0,All conveyor TE cleaning due to through cut,Conveyor Vulcanising,Through cut repair work
02.00,30.0,2.0,3002.0,Daily maintenance & Positioning for OB rear load,Planned Operation,Daily maintenance
01.45,44.0,12.0,4412.0,"T2,T4,T6,T7 BTR clamp fixing due to through cut",Conveyor Vulcanising,Through cut repair work
02.30,44.0,12.0,4412.0,All conveyor TE cleaning due to through cut,Conveyor Vulcanising,Through cut repair work
03.00,30.0,2.0,3002.0,Daily maintenance & Positioning for OB rear load,Planned Operation,Daily maintenance
01.45,9.0,1.0,901.0,OB Rear load,Common Other,OB Rear load
02.30,44.0,12.0,4412.0,All conveyor TE cleaning due to through cut,Conveyor Vulcanising,Through cut repair work
02.00,30.0,2.0,3002.0,Daily maintenance & Positioning for OB rear load,Planned Operation,Daily maintenance
01.45,44.0,12.0,4412.0,"T2,T4,T6,T7 BTR clamp fixing due to through cut",Conveyor Vulcanising,Through cut repair work
05.05,8.0,1.0,801.0,Feeder no : 86 tripped,Common Electrical,Feeder tripped on earth fault.
08.00,9.0,1.0,901.0,OB Rear load,Common Other,OB Rear load
05.05,8.0,1.0,801.0,Feeder no : 86 tripped,Common Electrical,Feeder tripped on earth fault.
05.00,8.0,1.0,801.0,Feeder no : 86 tripped,Common Electrical,Feeder tripped on earth fault.
08.00,9.0,1.0,901.0,OB Rear load,Common Other,OB Rear load
05.00,8.0,1.0,801.0,Feeder no : 86 tripped,Common Electrical,Feeder tripped on earth fault.
00.30,44.0,1.0,4401.0,T5 ply opened & changing,Conveyor Vulcanising,Belt changing
04.15,94.0,4.0,9404.0,T2 conveyor belt snapped,Unplanned Vulcanising,Conveyor unplanned vulcanising
04.00,9.0,1.0,901.0,OB Rear load,Common Other,OB Rear load
03.00,30.0,2.0,3002.0,Daily maintenance,Planned Operation,Daily maintenance
01.00,9.0,1.0,901.0,OB Rear load,Common Other,OB Rear load
00.30,44.0,1.0,4401.0,T5 ply opened & changing,Conveyor Vulcanising,Belt changing
04.15,94.0,4.0,9404.0,T2 conveyor belt snapped,Unplanned Vulcanising,Conveyor unplanned vulcanising
08.00,94.0,4.0,9404.0,T2 conveyor belt snapped,Unplanned Vulcanising,Conveyor unplanned vulcanising
00.45,10.0,12.0,1012.0,M/C re-postioning,BWE Operation,BWE Repostioning/movement
07.15,9.0,1.0,901.0,OB Rear load,Common Other,OB Rear load
08.00,94.0,4.0,9404.0,T2 conveyor belt snapped,Unplanned Vulcanising,Conveyor unplanned vulcanising
08.00,94.0,4.0,9404.0,T2 conveyor belt snapped,Unplanned Vulcanising,Conveyor unplanned vulcanising
00.30,10.0,12.0,1012.0,M/C re-postioning,BWE Operation,BWE Repostioning/movement
07.30,9.0,1.0,901.0,OB Rear load,Common Other,OB Rear load
08.00,94.0,4.0,9404.0,T2 conveyor belt snapped,Unplanned Vulcanising,Conveyor unplanned vulcanising
08.00,34.0,4.0,3404.0,T2 Belt changing,Planned VULCANSING,Conveyor planned vulcanising works
00.30,10.0,1.0,1001.0,Track Area Preparation,BWE Operation,BWE Track Area Preparation
00.30,10.0,12.0,1012.0,M/C Repostioning,BWE Operation,BWE Repostioning/movement
07.00,9.0,1.0,901.0,OB Rear load,Common Other,OB Rear load
08.00,34.0,4.0,3404.0,T2 Belt changing,Planned VULCANSING,Conveyor planned vulcanising works
08.00,34.0,4.0,3404.0,T2 Belt changing,Planned VULCANSING,Conveyor planned vulcanising works
00.45,10.0,1.0,1001.0,Track Area Preparation,BWE Operation,BWE Track Area Preparation
00.45,10.0,12.0,1012.0,M/C Repostioning,BWE Operation,BWE Repostioning/movement
06.30,9.0,1.0,901.0,OB Rear load,Common Other,OB Rear load
08.00,34.0,4.0,3404.0,T2 Belt changing,Planned VULCANSING,Conveyor planned vulcanising works
08.00,34.0,4.0,3404.0,T2 Belt changing,Planned VULCANSING,Conveyor planned vulcanising works
00.30,10.0,1.0,1001.0,Track Area Preparation,BWE Operation,BWE Track Area Preparation
00.30,10.0,12.0,1012.0,BWE Repostioning/movement,BWE Operation,BWE Repostioning/movement
07.00,9.0,1.0,901.0,OB Rear load,Common Other,OB Rear load
08.00,34.0,4.0,3404.0,T2 Belt changing,Planned VULCANSING,Conveyor planned vulcanising works
08.00,94.0,4.0,9404.0,"T2 weak joint elimination, T2 snapped, T7 Piece belt changin",Unplanned Vulcanising,Conveyor unplanned vulcanising
04.00,9.0,1.0,901.0,OB Rear load,Common Other,OB Rear load
02.00,30.0,2.0,3002.0,Daily maintenance,Planned Operation,Daily maintenance
00.45,10.0,1.0,1001.0,BWE Track Area Preparation,BWE Operation,BWE Track Area Preparation
00.45,10.0,12.0,1012.0,BWE Repostioning/movement,BWE Operation,BWE Repostioning/movement
00.30,9.0,1.0,901.0,OB Rear load,Common Other,OB Rear load
08.00,94.0,4.0,9404.0,"T2 weak joint elimination, T2 snapped, T7 Piece belt changin",Unplanned Vulcanising,Conveyor unplanned vulcanising
08.00,94.0,4.0,9404.0,"T2 weak joint elimination, T2 snapped, T7 Piece belt changin",Unplanned Vulcanising,Conveyor unplanned vulcanising
02.00,10.0,99.0,1099.0,Feeding point changing,BWE Operation,Others
01.00,10.0,12.0,1012.0,BWE Repostioning/movement,BWE Operation,BWE Repostioning/movement
05.00,9.0,1.0,901.0,OB Rear load,Common Other,OB Rear load
08.00,94.0,4.0,9404.0,"T2 weak joint elimination, T2 snapped, T7 Piece belt changin",Unplanned Vulcanising,Conveyor unplanned vulcanising
08.00,44.0,1.0,4401.0,T7 Piece belt changing,Conveyor Vulcanising,Belt changing
08.00,94.0,4.0,9404.0,T1 Vulcansing work,Unplanned Vulcanising,Conveyor unplanned vulcanising
01.00,10.0,12.0,1012.0,BWE Repostioning/movement,BWE Operation,BWE Repostioning/movement
00.30,10.0,1.0,1001.0,BWE Track Area Preparation,BWE Operation,BWE Track Area Preparation
06.30,9.0,1.0,901.0,OB Rear load,Common Other,OB Rear load
08.00,94.0,4.0,9404.0,T1 Vulcansing work,Unplanned Vulcanising,Conveyor unplanned vulcanising
06.15,44.0,99.0,4499.0,T6 Belt snapped,Conveyor Vulcanising,Others
08.00,94.0,4.0,9404.0,T1 & T6 Piece belt changing,Unplanned Vulcanising,Conveyor unplanned vulcanising
00.30,10.0,1.0,1001.0,BWE Track Area Preparation,BWE Operation,BWE Track Area Preparation
00.30,10.0,12.0,1012.0,BWE Repostioning/movement,BWE Operation,BWE Repostioning/movement
08.00,94.0,4.0,9404.0,T1 & T6 Piece belt changing,Unplanned Vulcanising,Conveyor unplanned vulcanising
08.00,94.0,4.0,9404.0,T1 & T6 Piece belt changing,Unplanned Vulcanising,Conveyor unplanned vulcanising
00.30,20.0,99.0,2099.0,MTC-5 Re-positioning,MTC Operation,Others
08.00,94.0,4.0,9404.0,T1 & T6 Piece belt changing,Unplanned Vulcanising,Conveyor unplanned vulcanising
08.00,94.0,4.0,9404.0,T1 & T6 Piece belt changing,Unplanned Vulcanising,Conveyor unplanned vulcanising
01.00,10.0,12.0,1012.0,BWE Repostioning/movement,BWE Operation,BWE Repostioning/movement
08.00,94.0,4.0,9404.0,T1 & T6 Piece belt changing,Unplanned Vulcanising,Conveyor unplanned vulcanising
00.40,44.0,12.0,4412.0,"M2,M3 TE Cleaning due to through cut",Conveyor Vulcanising,Through cut repair work
02.00,30.0,2.0,3002.0,Daily maintenance,Planned Operation,Daily maintenance
02.15,44.0,9.0,4409.0,"M2,M3 BTR Clamp fixing",Conveyor Vulcanising,BTR Clamp fixing
00.30,44.0,9.0,4409.0,M2 BTR Clamp fixing,Conveyor Vulcanising,BTR Clamp fixing
00.40,44.0,12.0,4412.0,"M2,M3 TE Cleaning due to through cut",Conveyor Vulcanising,Through cut repair work
02.00,30.0,2.0,3002.0,Daily maintenance,Planned Operation,Daily maintenance
02.15,44.0,9.0,4409.0,"M2,M3 BTR Clamp fixing",Conveyor Vulcanising,BTR Clamp fixing
00.30,44.0,9.0,4409.0,M2 BTR Clamp fixing,Conveyor Vulcanising,BTR Clamp fixing
00.40,44.0,12.0,4412.0,"M2,M3 TE Cleaning due to through cut",Conveyor Vulcanising,Through cut repair work
02.00,30.0,2.0,3002.0,Daily maintenance,Planned Operation,Daily maintenance
02.15,44.0,9.0,4409.0,"M2,M3 BTR Clamp fixing",Conveyor Vulcanising,BTR Clamp fixing
00.30,44.0,9.0,4409.0,M2 BTR Clamp fixing,Conveyor Vulcanising,BTR Clamp fixing
04.15,44.0,9.0,4409.0,M2 BTR Clamp fixing,Conveyor Vulcanising,BTR Clamp fixing
00.30,46.0,99.0,4699.0,M4 TE drum lagging piece cutting,Conveyor CMRR,Others
04.15,44.0,9.0,4409.0,M2 BTR Clamp fixing,Conveyor Vulcanising,BTR Clamp fixing
00.30,46.0,99.0,4699.0,M4 TE drum lagging piece cutting,Conveyor CMRR,Others
04.15,44.0,9.0,4409.0,M2 BTR Clamp fixing,Conveyor Vulcanising,BTR Clamp fixing
00.30,46.0,99.0,4699.0,M4 TE drum lagging piece cutting,Conveyor CMRR,Others
01.00,44.0,12.0,4412.0,M4 TE Cleaning due to through cut,Conveyor Vulcanising,Through cut repair work
02.45,44.0,9.0,4409.0,M2 BTR Clamp fixing,Conveyor Vulcanising,BTR Clamp fixing
01.00,44.0,12.0,4412.0,M4 TE Cleaning due to through cut,Conveyor Vulcanising,Through cut repair work
02.45,44.0,9.0,4409.0,M2 BTR Clamp fixing,Conveyor Vulcanising,BTR Clamp fixing
01.00,44.0,12.0,4412.0,M4 TE Cleaning due to through cut,Conveyor Vulcanising,Through cut repair work
02.45,44.0,9.0,4409.0,M2 BTR Clamp fixing,Conveyor Vulcanising,BTR Clamp fixing
02.30,44.0,9.0,4409.0,M2 BTR Clamp fixing,Conveyor Vulcanising,BTR Clamp fixing
02.00,30.0,2.0,3002.0,Daily maintenance,Planned Operation,Daily maintenance
02.00,44.0,9.0,4409.0,"M2,M3 BTR Clamp fixing",Conveyor Vulcanising,BTR Clamp fixing
02.30,44.0,9.0,4409.0,M2 BTR Clamp fixing,Conveyor Vulcanising,BTR Clamp fixing
02.00,30.0,2.0,3002.0,Daily maintenance,Planned Operation,Daily maintenance
02.00,44.0,9.0,4409.0,"M2,M3 BTR Clamp fixing",Conveyor Vulcanising,BTR Clamp fixing
02.30,44.0,9.0,4409.0,M2 BTR Clamp fixing,Conveyor Vulcanising,BTR Clamp fixing
02.00,30.0,2.0,3002.0,Daily maintenance,Planned Operation,Daily maintenance
02.00,44.0,9.0,4409.0,"M2,M3 BTR Clamp fixing",Conveyor Vulcanising,BTR Clamp fixing
01.30,44.0,9.0,4409.0,M2 BTR Clamp fixing & M5 Weak joint elogation,Conveyor Vulcanising,BTR Clamp fixing
00.20,40.0,5.0,4005.0,M4 TE Cleaning,Conveyor Operation,TE cleaning
00.20,40.0,5.0,4005.0,M2 TE Cleaning,Conveyor Operation,TE cleaning
00.40,44.0,9.0,4409.0,M6 Flap opened & BTR Clamp fixing,Conveyor Vulcanising,BTR Clamp fixing
01.30,44.0,9.0,4409.0,M2 BTR Clamp fixing & M5 Weak joint elogation,Conveyor Vulcanising,BTR Clamp fixing
00.20,40.0,5.0,4005.0,M4 TE Cleaning,Conveyor Operation,TE cleaning
00.20,40.0,5.0,4005.0,M2 TE Cleaning,Conveyor Operation,TE cleaning
00.40,44.0,9.0,4409.0,M6 Flap opened & BTR Clamp fixing,Conveyor Vulcanising,BTR Clamp fixing
01.30,44.0,9.0,4409.0,M2 BTR Clamp fixing & M5 Weak joint elogation,Conveyor Vulcanising,BTR Clamp fixing
00.20,40.0,5.0,4005.0,M4 TE Cleaning,Conveyor Operation,TE cleaning
00.20,40.0,5.0,4005.0,M2 TE Cleaning,Conveyor Operation,TE cleaning
00.30,44.0,9.0,4409.0,M6 Flap opened & M/C Positioning for B2 Loading with MTC-18,Conveyor Vulcanising,BTR Clamp fixing
01.30,44.0,9.0,4409.0,"M2,M6 BTR Clamp fixing",Conveyor Vulcanising,BTR Clamp fixing
01.30,44.0,9.0,4409.0,"M2,M6 BTR Clamp fixing",Conveyor Vulcanising,BTR Clamp fixing
00.30,44.0,12.0,4412.0,M2 TE Cleaning due to through cut,Conveyor Vulcanising,Through cut repair work
00.15,7.0,99.0,799.0,M1 Conveyor breached area inspection,Common Miscellaneous,Others
00.30,44.0,5.0,4405.0,M2 Center core cutting,Conveyor Vulcanising,Center core cutting
02.00,30.0,2.0,3002.0,Daily maintenance,Planned Operation,Daily maintenance
01.30,44.0,9.0,4409.0,"M2,M3 BTR Clamp fixing",Conveyor Vulcanising,BTR Clamp fixing
00.30,44.0,12.0,4412.0,M2 TE Cleaning due to through cut,Conveyor Vulcanising,Through cut repair work
00.15,7.0,99.0,799.0,M1 Conveyor breached area inspection,Common Miscellaneous,Others
00.30,44.0,5.0,4405.0,M2 Center core cutting,Conveyor Vulcanising,Center core cutting
02.00,30.0,2.0,3002.0,Daily maintenance,Planned Operation,Daily maintenance
01.30,44.0,9.0,4409.0,"M2,M3 BTR Clamp fixing",Conveyor Vulcanising,BTR Clamp fixing
01.30,44.0,9.0,4409.0,M2 & M6 BTR Clamp fixing,Conveyor Vulcanising,BTR Clamp fixing
00.15,45.0,1.0,4501.0,M2 & M1 Roller removal,Conveyor CMM,Line  roller changing/removal
00.15,44.0,12.0,4412.0,M2 & M3 TE Cleaning due to through cut,Conveyor Vulcanising,Through cut repair work
01.30,44.0,9.0,4409.0,M2 & M6 BTR Clamp fixing,Conveyor Vulcanising,BTR Clamp fixing
00.15,45.0,1.0,4501.0,M2 & M1 Roller removal,Conveyor CMM,Line  roller changing/removal
00.15,44.0,12.0,4412.0,M2 & M3 TE Cleaning due to through cut,Conveyor Vulcanising,Through cut repair work
00.30,7.0,1.0,701.0,Rain,Common Miscellaneous,Rain
00.15,44.0,9.0,4409.0,M3 BTR Clamp fixing,Conveyor Vulcanising,BTR Clamp fixing
00.30,7.0,1.0,701.0,Rain,Common Miscellaneous,Rain
00.15,44.0,9.0,4409.0,M3 BTR Clamp fixing,Conveyor Vulcanising,BTR Clamp fixing
00.45,44.0,12.0,4412.0,M2 TE Clenaing due to through cut,Conveyor Vulcanising,Through cut repair work
02.00,30.0,2.0,3002.0,Daily maintenance,Planned Operation,Daily maintenance
02.15,44.0,9.0,4409.0,M2 & M3 BTR Clamp fixing,Conveyor Vulcanising,BTR Clamp fixing
00.45,7.0,2.0,702.0,Rain and after effects,Common Miscellaneous,Rain and after effects
00.45,44.0,12.0,4412.0,M2 TE Clenaing due to through cut,Conveyor Vulcanising,Through cut repair work
02.00,30.0,2.0,3002.0,Daily maintenance,Planned Operation,Daily maintenance
02.15,44.0,9.0,4409.0,M2 & M3 BTR Clamp fixing,Conveyor Vulcanising,BTR Clamp fixing
00.45,7.0,2.0,702.0,Rain and after effects,Common Miscellaneous,Rain and after effects
01.15,44.0,17.0,4417.0,Waiting for vulcanising crew for M3 Conveyor,Conveyor Vulcanising,Waiting for vulcanising crew
01.15,44.0,9.0,4409.0,M3 BTR Clamp fixing,Conveyor Vulcanising,BTR Clamp fixing
00.15,44.0,16.0,4416.0,M5 Weak joint inspection by vul.crew,Conveyor Vulcanising,joint/belt inspection.
00.15,45.0,1.0,4501.0,M2 Frame no :124 Return roller fixing,Conveyor CMM,Line  roller changing/removal
00.15,44.0,16.0,4416.0,M5 Weak joint Inspection by vul.crew,Conveyor Vulcanising,joint/belt inspection.
00.30,44.0,17.0,4417.0,Waiting for vulcanising crew for M2 Conveyor,Conveyor Vulcanising,Waiting for vulcanising crew
01.15,44.0,17.0,4417.0,Waiting for vulcanising crew for M3 Conveyor,Conveyor Vulcanising,Waiting for vulcanising crew
01.15,44.0,9.0,4409.0,M3 BTR Clamp fixing,Conveyor Vulcanising,BTR Clamp fixing
00.15,44.0,16.0,4416.0,M5 Weak joint inspection by vul.crew,Conveyor Vulcanising,joint/belt inspection.
00.15,45.0,1.0,4501.0,M2 Frame no :124 Return roller fixing,Conveyor CMM,Line  roller changing/removal
00.15,44.0,16.0,4416.0,M5 Weak joint Inspection by vul.crew,Conveyor Vulcanising,joint/belt inspection.
00.30,44.0,17.0,4417.0,Waiting for vulcanising crew for M2 Conveyor,Conveyor Vulcanising,Waiting for vulcanising crew
01.00,44.0,17.0,4417.0,Waiting for vulcanising crew for M2 conv,Conveyor Vulcanising,Waiting for vulcanising crew
04.00,44.0,9.0,4409.0,M2 BTR Clamp fixing,Conveyor Vulcanising,BTR Clamp fixing
01.00,44.0,9.0,4409.0,M2 BTR Clamp fixing,Conveyor Vulcanising,BTR Clamp fixing
01.00,44.0,17.0,4417.0,Waiting for vulcanising crew for M2 conv,Conveyor Vulcanising,Waiting for vulcanising crew
04.00,44.0,9.0,4409.0,M2 BTR Clamp fixing,Conveyor Vulcanising,BTR Clamp fixing
01.00,44.0,9.0,4409.0,M2 BTR Clamp fixing,Conveyor Vulcanising,BTR Clamp fixing
01.00,44.0,9.0,4409.0,M2 BTR Clamp fixing,Conveyor Vulcanising,BTR Clamp fixing
07.00,94.0,4.0,9404.0,M5 & M2 Piece belt changing,Unplanned Vulcanising,Conveyor unplanned vulcanising
01.00,44.0,9.0,4409.0,M2 BTR Clamp fixing,Conveyor Vulcanising,BTR Clamp fixing
07.00,94.0,4.0,9404.0,M5 & M2 Piece belt changing,Unplanned Vulcanising,Conveyor unplanned vulcanising
08.00,94.0,4.0,9404.0,M5 & M2 Piece belt changing,Unplanned Vulcanising,Conveyor unplanned vulcanising
08.00,94.0,4.0,9404.0,M5 & M2 Piece belt changing,Unplanned Vulcanising,Conveyor unplanned vulcanising
08.00,94.0,4.0,9404.0,M5 & M2 Piece belt changing,Unplanned Vulcanising,Conveyor unplanned vulcanising
08.00,94.0,4.0,9404.0,M5 & M2 Piece belt changing,Unplanned Vulcanising,Conveyor unplanned vulcanising
08.00,94.0,4.0,9404.0,M2 & M5 Piece belt changing,Unplanned Vulcanising,Conveyor unplanned vulcanising
08.00,94.0,4.0,9404.0,M2 & M5 Piece belt changing,Unplanned Vulcanising,Conveyor unplanned vulcanising
08.00,94.0,4.0,9404.0,M2 & M5 Piece belt changing,Unplanned Vulcanising,Conveyor unplanned vulcanising
08.00,94.0,4.0,9404.0,M2 & M5 Piece belt changing,Unplanned Vulcanising,Conveyor unplanned vulcanising
08.00,94.0,4.0,9404.0,M2 & M5 Piece belt changing,Unplanned Vulcanising,Conveyor unplanned vulcanising
08.00,94.0,4.0,9404.0,M2 & M5 Piece belt changing,Unplanned Vulcanising,Conveyor unplanned vulcanising
08.00,94.0,4.0,9404.0,M2 & M5  Piece belt changing,Unplanned Vulcanising,Conveyor unplanned vulcanising
08.00,94.0,4.0,9404.0,M2 & M5  Piece belt changing,Unplanned Vulcanising,Conveyor unplanned vulcanising
08.00,94.0,4.0,9404.0,M2 & M5  Piece belt changing,Unplanned Vulcanising,Conveyor unplanned vulcanising
08.00,94.0,4.0,9404.0,M2 & M5  Piece belt changing,Unplanned Vulcanising,Conveyor unplanned vulcanising
01.15,94.0,4.0,9404.0,M2 & M5  Piece belt changing,Unplanned Vulcanising,Conveyor unplanned vulcanising
00.45,44.0,9.0,4409.0,M3 BTR Clamp fixing,Conveyor Vulcanising,BTR Clamp fixing
01.15,94.0,4.0,9404.0,M2 & M5  Piece belt changing,Unplanned Vulcanising,Conveyor unplanned vulcanising
00.45,44.0,9.0,4409.0,M3 BTR Clamp fixing,Conveyor Vulcanising,BTR Clamp fixing
00.30,45.0,1.0,4501.0,"M4, M5 & M6 Roller removal",Conveyor CMM,Line  roller changing/removal
02.00,30.0,2.0,3002.0,Daily maintenance,Planned Operation,Daily maintenance
01.00,44.0,9.0,4409.0,M2 BTR Clamp fixing,Conveyor Vulcanising,BTR Clamp fixing
