Date,Shift,Material Number,Bench
18-12-2022,III,SF01OBURDEN,SBS
18-12-2022,III,SF01OBURDEN,SBS
19-12-2022,I,SF01OBURDEN,SBS
19-12-2022,I,SF01OBURDEN,SBS
19-12-2022,I,SF01OBURDEN,SBS
19-12-2022,I,SF01OBURDEN,SBS
19-12-2022,I,SF01OBURDEN,SBS
19-12-2022,I,SF01OBURDEN,SBS
19-12-2022,I,SF01OBURDEN,SBS
19-12-2022,I,SF01OBURDEN,SBS
19-12-2022,I,SF01OBURDEN,SBS
19-12-2022,I,SF01OBURDEN,SBS
19-12-2022,I,SF01OBURDEN,SBS
19-12-2022,I,SF01OBURDEN,SBS
19-12-2022,I,SF01OBURDEN,SBS
19-12-2022,I,SF01OBURDEN,SBS
19-12-2022,II,SF01OBURDEN,SBS
19-12-2022,II,SF01OBURDEN,SBS
19-12-2022,II,SF01OBURDEN,SBS
19-12-2022,II,SF01OBURDEN,SBS
19-12-2022,II,SF01OBURDEN,SBS
19-12-2022,II,SF01OBURDEN,SBS
19-12-2022,II,SF01OBURDEN,SBS
19-12-2022,II,SF01OBURDEN,SBS
19-12-2022,III,SF01OBURDEN,SBS
19-12-2022,III,SF01OBURDEN,SBS
19-12-2022,III,SF01OBURDEN,SBS
19-12-2022,III,SF01OBURDEN,SBS
20-12-2022,I,SF01OBURDEN,SBS
20-12-2022,I,SF01OBURDEN,SBS
20-12-2022,I,SF01OBURDEN,SBS
20-12-2022,I,SF01OBURDEN,SBS
20-12-2022,I,SF01OBURDEN,SBS
20-12-2022,I,SF01OBURDEN,SBS
20-12-2022,I,SF01OBURDEN,SBS
20-12-2022,I,SF01OBURDEN,SBS
20-12-2022,I,SF01OBURDEN,SBS
20-12-2022,I,SF01OBURDEN,SBS
20-12-2022,I,SF01OBURDEN,SBS
20-12-2022,I,SF01OBURDEN,SBS
20-12-2022,I,SF01OBURDEN,SBS
20-12-2022,I,SF01OBURDEN,SBS
20-12-2022,I,SF01OBURDEN,SBS
20-12-2022,I,SF01OBURDEN,SBS
20-12-2022,I,SF01OBURDEN,SBS
20-12-2022,I,SF01OBURDEN,SBS
20-12-2022,I,SF01OBURDEN,SBS
20-12-2022,I,SF01OBURDEN,SBS
20-12-2022,I,SF01OBURDEN,SBS
20-12-2022,I,SF01OBURDEN,SBS
20-12-2022,I,SF01OBURDEN,SBS
20-12-2022,II,SF01OBURDEN,SBS
20-12-2022,II,SF01OBURDEN,SBS
20-12-2022,II,SF01OBURDEN,SBS
20-12-2022,II,SF01OBURDEN,SBS
20-12-2022,II,SF01OBURDEN,SBS
20-12-2022,II,SF01OBURDEN,SBS
20-12-2022,II,SF01OBURDEN,SBS
20-12-2022,III,SF01OBURDEN,SBS
20-12-2022,III,SF01OBURDEN,SBS
20-12-2022,III,SF01OBURDEN,SBS
21-12-2022,I,SF01OBURDEN,SBS
21-12-2022,I,SF01OBURDEN,SBS
21-12-2022,I,SF01OBURDEN,SBS
21-12-2022,I,SF01OBURDEN,SBS
21-12-2022,I,SF01OBURDEN,SBS
21-12-2022,I,SF01OBURDEN,SBS
21-12-2022,I,SF01OBURDEN,SBS
21-12-2022,I,SF01OBURDEN,SBS
21-12-2022,I,SF01OBURDEN,SBS
21-12-2022,I,SF01OBURDEN,SBS
21-12-2022,II,SF01OBURDEN,SBS
21-12-2022,II,SF01OBURDEN,SBS
21-12-2022,II,SF01OBURDEN,SBS
21-12-2022,II,SF01OBURDEN,SBS
21-12-2022,II,SF01OBURDEN,SBS
21-12-2022,II,SF01OBURDEN,SBS
21-12-2022,II,SF01OBURDEN,SBS
21-12-2022,II,SF01OBURDEN,SBS
21-12-2022,II,SF01OBURDEN,SBS
21-12-2022,II,SF01OBURDEN,SBS
21-12-2022,II,SF01OBURDEN,SBS
21-12-2022,III,SF01OBURDEN,SBS
21-12-2022,III,SF01OBURDEN,SBS
21-12-2022,III,SF01OBURDEN,SBS
21-12-2022,III,SF01OBURDEN,SBS
21-12-2022,III,SF01OBURDEN,SBS
22-12-2022,I,SF01OBURDEN,SBS
22-12-2022,I,SF01OBURDEN,SBS
22-12-2022,I,SF01OBURDEN,SBS
22-12-2022,I,SF01OBURDEN,SBS
22-12-2022,I,SF01OBURDEN,SBS
22-12-2022,I,SF01OBURDEN,SBS
22-12-2022,I,SF01OBURDEN,SBS
22-12-2022,I,SF01OBURDEN,SBS
22-12-2022,I,SF01OBURDEN,SBS
22-12-2022,I,SF01OBURDEN,SBS
22-12-2022,I,SF01OBURDEN,SBS
22-12-2022,I,SF01OBURDEN,SBS
22-12-2022,II,SF01OBURDEN,SBS
22-12-2022,II,SF01OBURDEN,SBS
22-12-2022,II,SF01OBURDEN,SBS
22-12-2022,II,SF01OBURDEN,SBS
22-12-2022,II,SF01OBURDEN,SBS
22-12-2022,II,SF01OBURDEN,SBS
22-12-2022,II,SF01OBURDEN,SBS
22-12-2022,II,SF01OBURDEN,SBS
22-12-2022,III,SF01OBURDEN,SBS
22-12-2022,III,SF01OBURDEN,SBS
22-12-2022,III,SF01OBURDEN,SBS
22-12-2022,III,SF01OBURDEN,SBS
22-12-2022,III,SF01OBURDEN,SBS
22-12-2022,III,SF01OBURDEN,SBS
22-12-2022,III,SF01OBURDEN,SBS
22-12-2022,III,SF01OBURDEN,SBS
22-12-2022,III,SF01OBURDEN,SBS
22-12-2022,III,SF01OBURDEN,SBS
22-12-2022,III,SF01OBURDEN,SBS
22-12-2022,III,SF01OBURDEN,SBS
23-12-2022,I,SF01OBURDEN,SBS
23-12-2022,I,SF01OBURDEN,SBS
23-12-2022,I,SF01OBURDEN,SBS
23-12-2022,I,SF01OBURDEN,SBS
23-12-2022,I,SF01OBURDEN,SBS
23-12-2022,I,SF01OBURDEN,SBS
23-12-2022,I,SF01OBURDEN,SBS
23-12-2022,I,SF01OBURDEN,SBS
23-12-2022,I,SF01OBURDEN,SBS
23-12-2022,I,SF01OBURDEN,SBS
23-12-2022,II,SF01OBURDEN,SBS
23-12-2022,II,SF01OBURDEN,SBS
23-12-2022,II,SF01OBURDEN,SBS
23-12-2022,II,SF01OBURDEN,SBS
23-12-2022,II,SF01OBURDEN,SBS
23-12-2022,II,SF01OBURDEN,SBS
23-12-2022,II,SF01OBURDEN,SBS
23-12-2022,II,SF01OBURDEN,SBS
23-12-2022,II,SF01OBURDEN,SBS
23-12-2022,II,SF01OBURDEN,SBS
23-12-2022,II,SF01OBURDEN,SBS
23-12-2022,II,SF01OBURDEN,SBS
23-12-2022,II,SF01OBURDEN,SBS
23-12-2022,II,SF01OBURDEN,SBS
23-12-2022,II,SF01OBURDEN,SBS
23-12-2022,II,SF01OBURDEN,SBS
23-12-2022,II,SF01OBURDEN,SBS
23-12-2022,III,SF01OBURDEN,SBS
23-12-2022,III,SF01OBURDEN,SBS
23-12-2022,III,SF01OBURDEN,SBS
23-12-2022,III,SF01OBURDEN,SBS
23-12-2022,III,SF01OBURDEN,SBS
23-12-2022,III,SF01OBURDEN,SBS
23-12-2022,III,SF01OBURDEN,SBS
23-12-2022,III,SF01OBURDEN,SBS
24-12-2022,I,SF01OBURDEN,SBS
24-12-2022,I,SF01OBURDEN,SBS
24-12-2022,I,SF01OBURDEN,SBS
24-12-2022,I,SF01OBURDEN,SBS
24-12-2022,I,SF01OBURDEN,SBS
24-12-2022,I,SF01OBURDEN,SBS
24-12-2022,II,SF01OBURDEN,SBS
24-12-2022,II,SF01OBURDEN,SBS
24-12-2022,II,SF01OBURDEN,SBS
24-12-2022,II,SF01OBURDEN,SBS
24-12-2022,II,SF01OBURDEN,SBS
24-12-2022,II,SF01OBURDEN,SBS
24-12-2022,II,SF01OBURDEN,SBS
24-12-2022,II,SF01OBURDEN,SBS
24-12-2022,II,SF01OBURDEN,SBS
24-12-2022,II,SF01OBURDEN,SBS
24-12-2022,II,SF01OBURDEN,SBS
24-12-2022,III,SF01OBURDEN,SBS
24-12-2022,III,SF01OBURDEN,SBS
24-12-2022,III,SF01OBURDEN,SBS
24-12-2022,III,SF01OBURDEN,SBS
25-12-2022,I,SF01OBURDEN,SBS
25-12-2022,I,SF01OBURDEN,SBS
25-12-2022,I,SF01OBURDEN,SBS
25-12-2022,I,SF01OBURDEN,SBS
25-12-2022,I,SF01OBURDEN,SBS
25-12-2022,I,SF01OBURDEN,SBS
25-12-2022,I,SF01OBURDEN,SBS
25-12-2022,I,SF01OBURDEN,SBS
25-12-2022,I,SF01OBURDEN,SBS
25-12-2022,I,SF01OBURDEN,SBS
25-12-2022,I,SF01OBURDEN,SBS
25-12-2022,I,SF01OBURDEN,SBS
25-12-2022,I,SF01OBURDEN,SBS
25-12-2022,I,SF01OBURDEN,SBS
25-12-2022,I,SF01OBURDEN,SBS
25-12-2022,I,SF01OBURDEN,SBS
25-12-2022,I,SF01OBURDEN,SBS
25-12-2022,I,SF01OBURDEN,SBS
25-12-2022,I,SF01OBURDEN,SBS
25-12-2022,II,SF01OBURDEN,SBS
25-12-2022,II,SF01OBURDEN,SBS
25-12-2022,II,SF01OBURDEN,SBS
25-12-2022,II,SF01OBURDEN,SBS
25-12-2022,II,SF01OBURDEN,SBS
25-12-2022,II,SF01OBURDEN,SBS
25-12-2022,III,SF01OBURDEN,SBS
25-12-2022,III,SF01OBURDEN,SBS
25-12-2022,III,SF01OBURDEN,SBS
25-12-2022,III,SF01OBURDEN,SBS
25-12-2022,III,SF01OBURDEN,SBS
25-12-2022,III,SF01OBURDEN,SBS
25-12-2022,III,SF01OBURDEN,SBS
25-12-2022,III,SF01OBURDEN,SBS
25-12-2022,III,SF01OBURDEN,SBS
26-12-2022,I,SF01OBURDEN,SBS
26-12-2022,I,SF01OBURDEN,SBS
26-12-2022,I,SF01OBURDEN,SBS
26-12-2022,I,SF01OBURDEN,SBS
26-12-2022,I,SF01OBURDEN,SBS
26-12-2022,I,SF01OBURDEN,SBS
26-12-2022,I,SF01OBURDEN,SBS
26-12-2022,I,SF01OBURDEN,SBS
26-12-2022,I,SF01OBURDEN,SBS
26-12-2022,I,SF01OBURDEN,SBS
26-12-2022,I,SF01OBURDEN,SBS
26-12-2022,I,SF01OBURDEN,SBS
26-12-2022,I,SF01OBURDEN,SBS
26-12-2022,II,SF01OBURDEN,SBS
26-12-2022,II,SF01OBURDEN,SBS
26-12-2022,II,SF01OBURDEN,SBS
26-12-2022,II,SF01OBURDEN,SBS
26-12-2022,II,SF01OBURDEN,SBS
26-12-2022,II,SF01OBURDEN,SBS
26-12-2022,II,SF01OBURDEN,SBS
26-12-2022,II,SF01OBURDEN,SBS
26-12-2022,II,SF01OBURDEN,SBS
26-12-2022,III,SF01OBURDEN,SBS
26-12-2022,III,SF01OBURDEN,SBS
26-12-2022,III,SF01OBURDEN,SBS
26-12-2022,III,SF01OBURDEN,SBS
26-12-2022,III,SF01OBURDEN,SBS
26-12-2022,III,SF01OBURDEN,SBS
26-12-2022,III,SF01OBURDEN,SBS
26-12-2022,III,SF01OBURDEN,SBS
26-12-2022,III,SF01OBURDEN,SBS
26-12-2022,III,SF01OBURDEN,SBS
27-12-2022,I,SF01OBURDEN,SBS
27-12-2022,I,SF01OBURDEN,SBS
27-12-2022,I,SF01OBURDEN,SBS
27-12-2022,I,SF01OBURDEN,SBS
27-12-2022,I,SF01OBURDEN,SBS
27-12-2022,I,SF01OBURDEN,SBS
27-12-2022,I,SF01OBURDEN,SBS
27-12-2022,I,SF01OBURDEN,SBS
27-12-2022,I,SF01OBURDEN,SBS
27-12-2022,I,SF01OBURDEN,SBS
27-12-2022,I,SF01OBURDEN,SBS
27-12-2022,I,SF01OBURDEN,SBS
27-12-2022,I,SF01OBURDEN,SBS
27-12-2022,I,SF01OBURDEN,SBS
27-12-2022,I,SF01OBURDEN,SBS
27-12-2022,I,SF01OBURDEN,SBS
27-12-2022,I,SF01OBURDEN,SBS
27-12-2022,I,SF01OBURDEN,SBS
27-12-2022,I,SF01OBURDEN,SBS
27-12-2022,II,SF01OBURDEN,SBS
27-12-2022,II,SF01OBURDEN,SBS
27-12-2022,II,SF01OBURDEN,SBS
27-12-2022,II,SF01OBURDEN,SBS
27-12-2022,II,SF01OBURDEN,SBS
27-12-2022,II,SF01OBURDEN,SBS
27-12-2022,II,SF01OBURDEN,SBS
27-12-2022,II,SF01OBURDEN,SBS
27-12-2022,II,SF01OBURDEN,SBS
27-12-2022,II,SF01OBURDEN,SBS
27-12-2022,II,SF01OBURDEN,SBS
27-12-2022,III,SF01OBURDEN,SBS
27-12-2022,III,SF01OBURDEN,SBS
27-12-2022,III,SF01OBURDEN,SBS
27-12-2022,III,SF01OBURDEN,SBS
27-12-2022,III,SF01OBURDEN,SBS
27-12-2022,III,SF01OBURDEN,SBS
27-12-2022,III,SF01OBURDEN,SBS
27-12-2022,III,SF01OBURDEN,SBS
27-12-2022,III,SF01OBURDEN,SBS
28-12-2022,I,SF01OBURDEN,SBS
28-12-2022,I,SF01OBURDEN,SBS
28-12-2022,I,SF01OBURDEN,SBS
28-12-2022,I,SF01OBURDEN,SBS
28-12-2022,I,SF01OBURDEN,SBS
28-12-2022,I,SF01OBURDEN,SBS
28-12-2022,I,SF01OBURDEN,SBS
28-12-2022,I,SF01OBURDEN,SBS
28-12-2022,I,SF01OBURDEN,SBS
28-12-2022,I,SF01OBURDEN,SBS
28-12-2022,II,SF01OBURDEN,SBS
28-12-2022,II,SF01OBURDEN,SBS
28-12-2022,II,SF01OBURDEN,SBS
28-12-2022,III,SF01OBURDEN,SBS
28-12-2022,III,SF01OBURDEN,SBS
28-12-2022,III,SF01OBURDEN,SBS
28-12-2022,III,SF01OBURDEN,SBS
28-12-2022,III,SF01OBURDEN,SBS
28-12-2022,III,SF01OBURDEN,SBS
28-12-2022,III,SF01OBURDEN,SBS
28-12-2022,III,SF01OBURDEN,SBS
29-12-2022,I,SF01OBURDEN,SBS
29-12-2022,I,SF01OBURDEN,SBS
29-12-2022,I,SF01OBURDEN,SBS
29-12-2022,I,SF01OBURDEN,SBS
29-12-2022,I,SF01OBURDEN,SBS
29-12-2022,I,SF01OBURDEN,SBS
29-12-2022,I,SF01OBURDEN,SBS
29-12-2022,I,SF01OBURDEN,SBS
29-12-2022,I,SF01OBURDEN,SBS
29-12-2022,I,SF01OBURDEN,SBS
29-12-2022,II,SF01OBURDEN,SBS
29-12-2022,II,SF01OBURDEN,SBS
29-12-2022,II,SF01OBURDEN,SBS
29-12-2022,II,SF01OBURDEN,SBS
29-12-2022,II,SF01OBURDEN,SBS
29-12-2022,II,SF01OBURDEN,SBS
29-12-2022,II,SF01OBURDEN,SBS
29-12-2022,II,SF01OBURDEN,SBS
29-12-2022,II,SF01OBURDEN,SBS
29-12-2022,III,SF01OBURDEN,SBS
29-12-2022,III,SF01OBURDEN,SBS
29-12-2022,III,SF01OBURDEN,SBS
29-12-2022,III,SF01OBURDEN,SBS
29-12-2022,III,SF01OBURDEN,SBS
30-12-2022,I,SF01OBURDEN,SBS
30-12-2022,I,SF01OBURDEN,SBS
30-12-2022,I,SF01OBURDEN,SBS
30-12-2022,I,SF01OBURDEN,SBS
30-12-2022,I,SF01OBURDEN,SBS
30-12-2022,I,SF01OBURDEN,SBS
30-12-2022,I,SF01OBURDEN,SBS
30-12-2022,I,SF01OBURDEN,SBS
30-12-2022,I,SF01OBURDEN,SBS
30-12-2022,I,SF01OBURDEN,SBS
30-12-2022,I,SF01OBURDEN,SBS
30-12-2022,I,SF01OBURDEN,SBS
30-12-2022,I,SF01OBURDEN,SBS
30-12-2022,I,SF01OBURDEN,SBS
30-12-2022,II,SF01OBURDEN,SBS
30-12-2022,II,SF01OBURDEN,SBS
30-12-2022,III,SF01OBURDEN,SBS
30-12-2022,III,SF01OBURDEN,SBS
30-12-2022,III,SF01OBURDEN,SBS
30-12-2022,III,SF01OBURDEN,SBS
30-12-2022,III,SF01OBURDEN,SBS
30-12-2022,III,SF01OBURDEN,SBS
30-12-2022,III,SF01OBURDEN,SBS
30-12-2022,III,SF01OBURDEN,SBS
31-12-2022,I,SF01OBURDEN,SBS
31-12-2022,I,SF01OBURDEN,SBS
31-12-2022,I,SF01OBURDEN,SBS
31-12-2022,I,SF01OBURDEN,SBS
31-12-2022,I,SF01OBURDEN,SBS
31-12-2022,I,SF01OBURDEN,SBS
31-12-2022,I,SF01OBURDEN,SBS
31-12-2022,I,SF01OBURDEN,SBS
31-12-2022,I,SF01OBURDEN,SBS
31-12-2022,I,SF01OBURDEN,SBS
31-12-2022,I,SF01OBURDEN,SBS
31-12-2022,II,SF01OBURDEN,SBS
31-12-2022,II,SF01OBURDEN,SBS
31-12-2022,II,SF01OBURDEN,SBS
31-12-2022,II,SF01OBURDEN,SBS
31-12-2022,II,SF01OBURDEN,SBS
31-12-2022,II,SF01OBURDEN,SBS
31-12-2022,III,SF01OBURDEN,SBS
31-12-2022,III,SF01OBURDEN,SBS
31-12-2022,III,SF01OBURDEN,SBS
31-12-2022,III,SF01OBURDEN,SBS
31-12-2022,III,SF01OBURDEN,SBS
31-12-2022,III,SF01OBURDEN,SBS
31-12-2022,III,SF01OBURDEN,SBS
31-12-2022,III,SF01OBURDEN,SBS
01-12-2022,I,SF01OBURDEN,TBS
01-12-2022,I,SF01OBURDEN,TBS
01-12-2022,I,SF01OBURDEN,TBS
01-12-2022,I,SF01OBURDEN,TBS
01-12-2022,I,SF01OBURDEN,TBS
01-12-2022,I,SF01OBURDEN,TBS
01-12-2022,I,SF01OBURDEN,TBS
01-12-2022,I,SF01OBURDEN,TBS
01-12-2022,I,SF01OBURDEN,TBS
01-12-2022,I,SF01OBURDEN,TBS
01-12-2022,I,SF01OBURDEN,TBS
01-12-2022,I,SF01OBURDEN,TBS
01-12-2022,II,SF01OBURDEN,TBS
01-12-2022,II,SF01OBURDEN,TBS
01-12-2022,II,SF01OBURDEN,TBS
01-12-2022,II,SF01OBURDEN,TBS
01-12-2022,II,SF01OBURDEN,TBS
01-12-2022,II,SF01OBURDEN,TBS
01-12-2022,II,SF01OBURDEN,TBS
01-12-2022,II,SF01OBURDEN,TBS
01-12-2022,III,SF01OBURDEN,TBS
01-12-2022,III,SF01OBURDEN,TBS
01-12-2022,III,SF01OBURDEN,TBS
01-12-2022,III,SF01OBURDEN,TBS
01-12-2022,III,SF01OBURDEN,TBS
01-12-2022,III,SF01OBURDEN,TBS
01-12-2022,III,SF01OBURDEN,TBS
02-12-2022,I,SF01OBURDEN,TBS
02-12-2022,I,SF01OBURDEN,TBS
02-12-2022,I,SF01OBURDEN,TBS
02-12-2022,I,SF01OBURDEN,TBS
02-12-2022,I,SF01OBURDEN,TBS
02-12-2022,I,SF01OBURDEN,TBS
02-12-2022,I,SF01OBURDEN,TBS
02-12-2022,I,SF01OBURDEN,TBS
02-12-2022,I,SF01OBURDEN,TBS
02-12-2022,II,SF01OBURDEN,TBS
02-12-2022,II,SF01OBURDEN,TBS
02-12-2022,II,SF01OBURDEN,TBS
02-12-2022,II,SF01OBURDEN,TBS
02-12-2022,III,SF01OBURDEN,TBS
02-12-2022,III,SF01OBURDEN,TBS
02-12-2022,III,SF01OBURDEN,TBS
02-12-2022,III,SF01OBURDEN,TBS
02-12-2022,III,SF01OBURDEN,TBS
02-12-2022,III,SF01OBURDEN,TBS
02-12-2022,III,SF01OBURDEN,TBS
02-12-2022,III,SF01OBURDEN,TBS
02-12-2022,III,SF01OBURDEN,TBS
02-12-2022,III,SF01OBURDEN,TBS
03-12-2022,I,SF01OBURDEN,TBS
03-12-2022,I,SF01OBURDEN,TBS
03-12-2022,I,SF01OBURDEN,TBS
03-12-2022,I,SF01OBURDEN,TBS
03-12-2022,I,SF01OBURDEN,TBS
03-12-2022,I,SF01OBURDEN,TBS
03-12-2022,I,SF01OBURDEN,TBS
03-12-2022,I,SF01OBURDEN,TBS
03-12-2022,I,SF01OBURDEN,TBS
03-12-2022,I,SF01OBURDEN,TBS
03-12-2022,I,SF01OBURDEN,TBS
03-12-2022,I,SF01OBURDEN,TBS
03-12-2022,I,SF01OBURDEN,TBS
03-12-2022,I,SF01OBURDEN,TBS
03-12-2022,I,SF01OBURDEN,TBS
03-12-2022,I,SF01OBURDEN,TBS
03-12-2022,I,SF01OBURDEN,TBS
03-12-2022,I,SF01OBURDEN,TBS
03-12-2022,II,SF01OBURDEN,TBS
03-12-2022,II,SF01OBURDEN,TBS
03-12-2022,II,SF01OBURDEN,TBS
03-12-2022,II,SF01OBURDEN,TBS
03-12-2022,II,SF01OBURDEN,TBS
03-12-2022,II,SF01OBURDEN,TBS
03-12-2022,II,SF01OBURDEN,TBS
03-12-2022,III,SF01OBURDEN,TBS
03-12-2022,III,SF01OBURDEN,TBS
03-12-2022,III,SF01OBURDEN,TBS
03-12-2022,III,SF01OBURDEN,TBS
03-12-2022,III,SF01OBURDEN,TBS
03-12-2022,III,SF01OBURDEN,TBS
03-12-2022,III,SF01OBURDEN,TBS
03-12-2022,III,SF01OBURDEN,TBS
03-12-2022,III,SF01OBURDEN,TBS
03-12-2022,III,SF01OBURDEN,TBS
03-12-2022,III,SF01OBURDEN,TBS
03-12-2022,III,SF01OBURDEN,TBS
03-12-2022,III,SF01OBURDEN,TBS
03-12-2022,III,SF01OBURDEN,TBS
03-12-2022,III,SF01OBURDEN,TBS
04-12-2022,I,SF01OBURDEN,TBS
04-12-2022,I,SF01OBURDEN,TBS
04-12-2022,I,SF01OBURDEN,TBS
04-12-2022,I,SF01OBURDEN,TBS
04-12-2022,I,SF01OBURDEN,TBS
04-12-2022,I,SF01OBURDEN,TBS
04-12-2022,I,SF01OBURDEN,TBS
04-12-2022,I,SF01OBURDEN,TBS
04-12-2022,I,SF01OBURDEN,TBS
04-12-2022,I,SF01OBURDEN,TBS
04-12-2022,I,SF01OBURDEN,TBS
04-12-2022,II,SF01OBURDEN,TBS
04-12-2022,II,SF01OBURDEN,TBS
04-12-2022,II,SF01OBURDEN,TBS
04-12-2022,II,SF01OBURDEN,TBS
04-12-2022,II,SF01OBURDEN,TBS
04-12-2022,II,SF01OBURDEN,TBS
04-12-2022,II,SF01OBURDEN,TBS
04-12-2022,II,SF01OBURDEN,TBS
04-12-2022,II,SF01OBURDEN,TBS
04-12-2022,II,SF01OBURDEN,TBS
04-12-2022,II,SF01OBURDEN,TBS
04-12-2022,II,SF01OBURDEN,TBS
04-12-2022,II,SF01OBURDEN,TBS
04-12-2022,III,SF01OBURDEN,TBS
04-12-2022,III,SF01OBURDEN,TBS
04-12-2022,III,SF01OBURDEN,TBS
04-12-2022,III,SF01OBURDEN,TBS
04-12-2022,III,SF01OBURDEN,TBS
04-12-2022,III,SF01OBURDEN,TBS
04-12-2022,III,SF01OBURDEN,TBS
04-12-2022,III,SF01OBURDEN,TBS
04-12-2022,III,SF01OBURDEN,TBS
05-12-2022,I,SF01OBURDEN,TBS
05-12-2022,I,SF01OBURDEN,TBS
05-12-2022,I,SF01OBURDEN,TBS
05-12-2022,I,SF01OBURDEN,TBS
05-12-2022,I,SF01OBURDEN,TBS
05-12-2022,I,SF01OBURDEN,TBS
05-12-2022,I,SF01OBURDEN,TBS
05-12-2022,I,SF01OBURDEN,TBS
05-12-2022,I,SF01OBURDEN,TBS
05-12-2022,I,SF01OBURDEN,TBS
05-12-2022,I,SF01OBURDEN,TBS
05-12-2022,I,SF01OBURDEN,TBS
05-12-2022,II,SF01OBURDEN,TBS
05-12-2022,II,SF01OBURDEN,TBS
05-12-2022,II,SF01OBURDEN,TBS
05-12-2022,II,SF01OBURDEN,TBS
05-12-2022,II,SF01OBURDEN,TBS
05-12-2022,II,SF01OBURDEN,TBS
05-12-2022,II,SF01OBURDEN,TBS
05-12-2022,II,SF01OBURDEN,TBS
05-12-2022,II,SF01OBURDEN,TBS
05-12-2022,II,SF01OBURDEN,TBS
05-12-2022,II,SF01OBURDEN,TBS
05-12-2022,II,SF01OBURDEN,TBS
05-12-2022,II,SF01OBURDEN,TBS
05-12-2022,II,SF01OBURDEN,TBS
05-12-2022,II,SF01OBURDEN,TBS
05-12-2022,II,SF01OBURDEN,TBS
05-12-2022,III,SF01OBURDEN,TBS
05-12-2022,III,SF01OBURDEN,TBS
05-12-2022,III,SF01OBURDEN,TBS
05-12-2022,III,SF01OBURDEN,TBS
05-12-2022,III,SF01OBURDEN,TBS
05-12-2022,III,SF01OBURDEN,TBS
05-12-2022,III,SF01OBURDEN,TBS
05-12-2022,III,SF01OBURDEN,TBS
06-12-2022,I,SF01OBURDEN,TBS
06-12-2022,I,SF01OBURDEN,TBS
06-12-2022,I,SF01OBURDEN,TBS
06-12-2022,I,SF01OBURDEN,TBS
06-12-2022,I,SF01OBURDEN,TBS
06-12-2022,I,SF01OBURDEN,TBS
06-12-2022,I,SF01OBURDEN,TBS
06-12-2022,I,SF01OBURDEN,TBS
06-12-2022,I,SF01OBURDEN,TBS
06-12-2022,I,SF01OBURDEN,TBS
06-12-2022,II,SF01OBURDEN,TBS
06-12-2022,II,SF01OBURDEN,TBS
06-12-2022,II,SF01OBURDEN,TBS
06-12-2022,II,SF01OBURDEN,TBS
06-12-2022,II,SF01OBURDEN,TBS
06-12-2022,II,SF01OBURDEN,TBS
06-12-2022,II,SF01OBURDEN,TBS
06-12-2022,II,SF01OBURDEN,TBS
06-12-2022,II,SF01OBURDEN,TBS
06-12-2022,III,SF01OBURDEN,TBS
06-12-2022,III,SF01OBURDEN,TBS
06-12-2022,III,SF01OBURDEN,TBS
06-12-2022,III,SF01OBURDEN,TBS
06-12-2022,III,SF01OBURDEN,TBS
06-12-2022,III,SF01OBURDEN,TBS
06-12-2022,III,SF01OBURDEN,TBS
06-12-2022,III,SF01OBURDEN,TBS
07-12-2022,I,SF01OBURDEN,TBS
07-12-2022,I,SF01OBURDEN,TBS
07-12-2022,I,SF01OBURDEN,TBS
07-12-2022,I,SF01OBURDEN,TBS
07-12-2022,I,SF01OBURDEN,TBS
07-12-2022,I,SF01OBURDEN,TBS
07-12-2022,I,SF01OBURDEN,TBS
07-12-2022,I,SF01OBURDEN,TBS
07-12-2022,I,SF01OBURDEN,TBS
07-12-2022,I,SF01OBURDEN,TBS
07-12-2022,I,SF01OBURDEN,TBS
07-12-2022,II,SF01OBURDEN,TBS
07-12-2022,II,SF01OBURDEN,TBS
07-12-2022,II,SF01OBURDEN,TBS
07-12-2022,II,SF01OBURDEN,TBS
07-12-2022,II,SF01OBURDEN,TBS
07-12-2022,III,SF01OBURDEN,TBS
07-12-2022,III,SF01OBURDEN,TBS
07-12-2022,III,SF01OBURDEN,TBS
07-12-2022,III,SF01OBURDEN,TBS
07-12-2022,III,SF01OBURDEN,TBS
07-12-2022,III,SF01OBURDEN,TBS
07-12-2022,III,SF01OBURDEN,TBS
07-12-2022,III,SF01OBURDEN,TBS
08-12-2022,I,SF01OBURDEN,TBS
08-12-2022,I,SF01OBURDEN,TBS
08-12-2022,I,SF01OBURDEN,TBS
08-12-2022,I,SF01OBURDEN,TBS
08-12-2022,I,SF01OBURDEN,TBS
08-12-2022,I,SF01OBURDEN,TBS
08-12-2022,I,SF01OBURDEN,TBS
08-12-2022,I,SF01OBURDEN,TBS
08-12-2022,II,SF01OBURDEN,TBS
08-12-2022,II,SF01OBURDEN,TBS
08-12-2022,II,SF01OBURDEN,TBS
08-12-2022,II,SF01OBURDEN,TBS
08-12-2022,II,SF01OBURDEN,TBS
08-12-2022,III,SF01OBURDEN,TBS
08-12-2022,III,SF01OBURDEN,TBS
08-12-2022,III,SF01OBURDEN,TBS
08-12-2022,III,SF01OBURDEN,TBS
09-12-2022,I,SF01OBURDEN,TBS
09-12-2022,I,SF01OBURDEN,TBS
09-12-2022,I,SF01OBURDEN,TBS
09-12-2022,I,SF01OBURDEN,TBS
09-12-2022,I,SF01OBURDEN,TBS
09-12-2022,I,SF01OBURDEN,TBS
09-12-2022,II,SF01OBURDEN,TBS
